"Year","Month","average_monthly_discharge","day","date"
2011,6,3506,"01",2011-06-01
2011,7,2030,"01",2011-07-01
2011,8,1631.29032258065,"01",2011-08-01
2011,9,1730.66666666667,"01",2011-09-01
2011,10,1639.03225806452,"01",2011-10-01
2011,11,1475.33333333333,"01",2011-11-01
2011,12,1440.32258064516,"01",2011-12-01
2012,1,1362.58064516129,"01",2012-01-01
2012,2,1367.58620689655,"01",2012-02-01
2012,3,1510.32258064516,"01",2012-03-01
2012,4,2430.33333333333,"01",2012-04-01
2012,5,2413.54838709677,"01",2012-05-01
2012,6,1883,"01",2012-06-01
2012,7,2032.58064516129,"01",2012-07-01
2012,8,2116.45161290323,"01",2012-08-01
2012,9,1524.33333333333,"01",2012-09-01
2012,10,1141.54838709677,"01",2012-10-01
2012,11,937,"01",2012-11-01
2012,12,1165.48387096774,"01",2012-12-01
2013,1,1299.03225806452,"01",2013-01-01
2013,2,1160.35714285714,"01",2013-02-01
2013,3,1128.70967741935,"01",2013-03-01
2013,4,1431.33333333333,"01",2013-04-01
2013,5,1684.83870967742,"01",2013-05-01
2013,6,1602,"01",2013-06-01
2013,7,1840.96774193548,"01",2013-07-01
2013,8,1694.1935483871,"01",2013-08-01
2013,9,1472.66666666667,"01",2013-09-01
2013,10,878.161290322581,"01",2013-10-01
2013,11,790.7,"01",2013-11-01
2013,12,897.451612903226,"01",2013-12-01
2014,1,893.516129032258,"01",2014-01-01
2014,2,854.785714285714,"01",2014-02-01
2014,3,919.709677419355,"01",2014-03-01
2014,4,1356.7,"01",2014-04-01
2014,5,2184.1935483871,"01",2014-05-01
2014,6,1362.66666666667,"01",2014-06-01
2014,7,1881.93548387097,"01",2014-07-01
2014,8,1627.09677419355,"01",2014-08-01
2014,9,1137.33333333333,"01",2014-09-01
2014,10,970.677419354839,"01",2014-10-01
2014,11,935.5,"01",2014-11-01
2014,12,937.645161290323,"01",2014-12-01
2015,1,958.290322580645,"01",2015-01-01
2015,2,978.107142857143,"01",2015-02-01
2015,3,1062.12903225806,"01",2015-03-01
2015,4,1279,"01",2015-04-01
2015,5,1404.1935483871,"01",2015-05-01
2015,6,1586,"01",2015-06-01
2015,7,2017.09677419355,"01",2015-07-01
2015,8,1405.16129032258,"01",2015-08-01
2015,9,1044.76666666667,"01",2015-09-01
2015,10,842.935483870968,"01",2015-10-01
2015,11,702.666666666667,"01",2015-11-01
2015,12,743.193548387097,"01",2015-12-01
2016,1,757.41935483871,"01",2016-01-01
2016,2,742.758620689655,"01",2016-02-01
2016,3,769.645161290323,"01",2016-03-01
2016,4,1479.73333333333,"01",2016-04-01
2016,5,1507.41935483871,"01",2016-05-01
2016,6,1642.66666666667,"01",2016-06-01
2016,7,2239.35483870968,"01",2016-07-01
2016,8,1566.77419354839,"01",2016-08-01
2016,9,1044.66666666667,"01",2016-09-01
2016,10,793.161290322581,"01",2016-10-01
2016,11,769.733333333333,"01",2016-11-01
2016,12,813.258064516129,"01",2016-12-01
2017,1,821.322580645161,"01",2017-01-01
2017,2,839.642857142857,"01",2017-02-01
2017,3,1197.64516129032,"01",2017-03-01
2017,4,2378.33333333333,"01",2017-04-01
2017,5,2532.58064516129,"01",2017-05-01
2017,6,1799.33333333333,"01",2017-06-01
2017,7,1524.51612903226,"01",2017-07-01
2017,8,1453.87096774194,"01",2017-08-01
2017,9,1448.33333333333,"01",2017-09-01
2017,10,1230.96774193548,"01",2017-10-01
2017,11,1234.33333333333,"01",2017-11-01
2017,12,1190.77419354839,"01",2017-12-01
2018,1,1176.45161290323,"01",2018-01-01
2018,2,1165.71428571429,"01",2018-02-01
2018,3,1248.70967741935,"01",2018-03-01
2018,4,2083.66666666667,"01",2018-04-01
2018,5,2580.96774193548,"01",2018-05-01
2018,6,1843,"01",2018-06-01
2018,7,1790,"01",2018-07-01
2018,8,1492.58064516129,"01",2018-08-01
2018,9,1295.33333333333,"01",2018-09-01
2018,10,1160.32258064516,"01",2018-10-01
2018,11,1044.96666666667,"01",2018-11-01
2018,12,1220.96774193548,"01",2018-12-01
2019,1,1243.54838709677,"01",2019-01-01
2019,2,1306.78571428571,"01",2019-02-01
2019,3,1371.61290322581,"01",2019-03-01
2019,4,2038.33333333333,"01",2019-04-01
2019,5,2475.8064516129,"01",2019-05-01
2019,6,1938.66666666667,"01",2019-06-01
2019,7,1706.12903225806,"01",2019-07-01
2019,8,1741.29032258065,"01",2019-08-01
2019,9,1507.33333333333,"01",2019-09-01
2019,10,1208.93548387097,"01",2019-10-01
2019,11,1073.43333333333,"01",2019-11-01
2019,12,1213.87096774194,"01",2019-12-01
2020,1,1277.41935483871,"01",2020-01-01
2020,2,1236.55172413793,"01",2020-02-01
2020,3,1266.45161290323,"01",2020-03-01
2020,4,1617,"01",2020-04-01
2020,5,2109.03225806452,"01",2020-05-01
2020,6,1695,"01",2020-06-01
2020,7,1936.45161290323,"01",2020-07-01
2020,8,1615.48387096774,"01",2020-08-01
2020,9,1252.33333333333,"01",2020-09-01
2020,10,1037.51612903226,"01",2020-10-01
2020,11,1063,"01",2020-11-01
2020,12,1071.32258064516,"01",2020-12-01
2021,1,1079.03225806452,"01",2021-01-01
2021,2,1097.53571428571,"01",2021-02-01
2021,3,1143.87096774194,"01",2021-03-01
2021,4,1375.33333333333,"01",2021-04-01
2021,5,1503.54838709677,"01",2021-05-01
2021,6,1554,"01",2021-06-01
2021,7,1906.45161290323,"01",2021-07-01
2021,8,1303.87096774194,"01",2021-08-01
2021,9,1073.46666666667,"01",2021-09-01
2021,10,782.064516129032,"01",2021-10-01
2021,11,740.8,"01",2021-11-01
2021,12,844.161290322581,"01",2021-12-01
