"Year","Month","average_monthly_discharge","day","date"
2004,2,1204.13793103448,"01",2004-02-01
2004,3,3877.09677419355,"01",2004-03-01
2004,4,3959.66666666667,"01",2004-04-01
2004,5,1512.58064516129,"01",2004-05-01
2004,6,468.1,"01",2004-06-01
2004,7,679.677419354839,"01",2004-07-01
2004,8,774.645161290323,"01",2004-08-01
2004,9,5525.76666666667,"01",2004-09-01
2004,10,851.645161290323,"01",2004-10-01
2004,11,1533,"01",2004-11-01
2004,12,2266.12903225806,"01",2004-12-01
2005,1,3281.29032258065,"01",2005-01-01
2005,2,1631.75,"01",2005-02-01
2005,3,2945.93548387097,"01",2005-03-01
2005,4,1712.93333333333,"01",2005-04-01
2005,5,445.548387096774,"01",2005-05-01
2005,6,358.066666666667,"01",2005-06-01
2005,7,226.064516129032,"01",2005-07-01
2005,8,211.677419354839,"01",2005-08-01
2005,9,211.566666666667,"01",2005-09-01
2005,10,201.483870967742,"01",2005-10-01
2005,11,397.733333333333,"01",2005-11-01
2005,12,1108.38709677419,"01",2005-12-01
2006,1,3068.06451612903,"01",2006-01-01
2006,2,1855.17857142857,"01",2006-02-01
2006,3,590.129032258065,"01",2006-03-01
2006,4,1160.23333333333,"01",2006-04-01
2006,5,880.967741935484,"01",2006-05-01
2006,6,702.2,"01",2006-06-01
2006,7,464.935483870968,"01",2006-07-01
2006,8,212.193548387097,"01",2006-08-01
2006,9,248.033333333333,"01",2006-09-01
2006,10,208,"01",2006-10-01
2006,11,1057.16666666667,"01",2006-11-01
2006,12,688.806451612903,"01",2006-12-01
2007,1,1187.06451612903,"01",2007-01-01
2007,2,485.071428571429,"01",2007-02-01
2007,3,3305.29032258065,"01",2007-03-01
2007,4,2046.93333333333,"01",2007-04-01
2007,5,570.741935483871,"01",2007-05-01
2007,6,226.3,"01",2007-06-01
2007,7,214.806451612903,"01",2007-07-01
2007,8,478.806451612903,"01",2007-08-01
2007,9,217.1,"01",2007-09-01
2007,10,204.258064516129,"01",2007-10-01
2007,11,351.666666666667,"01",2007-11-01
2007,12,1704.90322580645,"01",2007-12-01
2008,1,1194.35483870968,"01",2008-01-01
2008,2,2464.13793103448,"01",2008-02-01
2008,3,3710,"01",2008-03-01
2008,4,2244.46666666667,"01",2008-04-01
2008,5,3563,"01",2008-05-01
2008,6,450.7,"01",2008-06-01
2008,7,251.290322580645,"01",2008-07-01
2008,8,207.096774193548,"01",2008-08-01
2008,9,206.2,"01",2008-09-01
2008,10,201.032258064516,"01",2008-10-01
2008,11,339.233333333333,"01",2008-11-01
2008,12,1231.96774193548,"01",2008-12-01
2009,1,912.129032258065,"01",2009-01-01
2009,2,1047.5,"01",2009-02-01
2009,3,538.838709677419,"01",2009-03-01
2009,4,1851.3,"01",2009-04-01
2009,5,2395.64516129032,"01",2009-05-01
2009,6,969.533333333333,"01",2009-06-01
2009,7,254.322580645161,"01",2009-07-01
2009,8,218.354838709677,"01",2009-08-01
2009,9,196.933333333333,"01",2009-09-01
2009,10,630.612903225806,"01",2009-10-01
2009,11,856.633333333333,"01",2009-11-01
2009,12,1712.51612903226,"01",2009-12-01
2010,1,2041.61290322581,"01",2010-01-01
2010,2,992.464285714286,"01",2010-02-01
2010,3,4329.83870967742,"01",2010-03-01
2010,4,1184.9,"01",2010-04-01
2010,5,1842.25806451613,"01",2010-05-01
2010,6,469.4,"01",2010-06-01
2010,7,381.645161290323,"01",2010-07-01
2010,8,217.548387096774,"01",2010-08-01
2010,9,215.366666666667,"01",2010-09-01
2010,10,281.548387096774,"01",2010-10-01
2010,11,513.133333333333,"01",2010-11-01
2010,12,2186.41935483871,"01",2010-12-01
2011,1,486.774193548387,"01",2011-01-01
2011,2,1436.75,"01",2011-02-01
2011,3,5219.35483870968,"01",2011-03-01
2011,4,4497.33333333333,"01",2011-04-01
2011,5,3737.41935483871,"01",2011-05-01
2011,6,627.833333333333,"01",2011-06-01
2011,7,214.516129032258,"01",2011-07-01
2011,8,215.451612903226,"01",2011-08-01
2011,9,2650.4,"01",2011-09-01
2011,10,1638.06451612903,"01",2011-10-01
2011,11,2081.5,"01",2011-11-01
2011,12,2365.48387096774,"01",2011-12-01
2012,1,2142.58064516129,"01",2012-01-01
2012,2,1194.79310344828,"01",2012-02-01
2012,3,1774.8064516129,"01",2012-03-01
2012,4,844.533333333333,"01",2012-04-01
2012,5,1901.29032258065,"01",2012-05-01
2012,6,699.566666666667,"01",2012-06-01
2012,7,284.451612903226,"01",2012-07-01
2012,8,225.645161290323,"01",2012-08-01
2012,9,233.9,"01",2012-09-01
2012,10,744.064516129032,"01",2012-10-01
2012,11,1227.83333333333,"01",2012-11-01
2012,12,1101.03225806452,"01",2012-12-01
2013,1,1830.51612903226,"01",2013-01-01
2013,2,1859.35714285714,"01",2013-02-01
2013,3,1702.25806451613,"01",2013-03-01
2013,4,1880,"01",2013-04-01
2013,5,1403.67741935484,"01",2013-05-01
2013,6,548.7,"01",2013-06-01
2013,7,365.193548387097,"01",2013-07-01
2013,8,219.967741935484,"01",2013-08-01
2013,9,207.833333333333,"01",2013-09-01
2013,10,590.838709677419,"01",2013-10-01
2013,11,817.966666666667,"01",2013-11-01
2013,12,928,"01",2013-12-01
2014,1,769.258064516129,"01",2014-01-01
2014,2,553.821428571429,"01",2014-02-01
2014,3,1604.35483870968,"01",2014-03-01
2014,4,1986.2,"01",2014-04-01
2014,5,2026.64516129032,"01",2014-05-01
2014,6,1647.33333333333,"01",2014-06-01
2014,7,323.58064516129,"01",2014-07-01
2014,8,210.032258064516,"01",2014-08-01
2014,9,209.1,"01",2014-09-01
2014,10,232.354838709677,"01",2014-10-01
2014,11,356.066666666667,"01",2014-11-01
2014,12,1151.35483870968,"01",2014-12-01
2015,1,489,"01",2015-01-01
2015,2,483.392857142857,"01",2015-02-01
2015,3,1449.45161290323,"01",2015-03-01
2015,4,1448.5,"01",2015-04-01
2015,5,710.935483870968,"01",2015-05-01
2015,6,1476.3,"01",2015-06-01
2015,7,1253.1935483871,"01",2015-07-01
2015,8,201.967741935484,"01",2015-08-01
2015,9,212.6,"01",2015-09-01
2015,10,211.806451612903,"01",2015-10-01
2015,11,416.333333333333,"01",2015-11-01
2015,12,526.677419354839,"01",2015-12-01
2016,1,1009.25806451613,"01",2016-01-01
2016,2,2351.24137931034,"01",2016-02-01
2016,3,968.741935483871,"01",2016-03-01
2016,4,504.633333333333,"01",2016-04-01
2016,5,1193.93548387097,"01",2016-05-01
2016,6,805.366666666667,"01",2016-06-01
2016,7,208.193548387097,"01",2016-07-01
2016,8,208.354838709677,"01",2016-08-01
2016,9,206.033333333333,"01",2016-09-01
2016,10,208.677419354839,"01",2016-10-01
2016,11,358.466666666667,"01",2016-11-01
2016,12,490.903225806452,"01",2016-12-01
2017,1,804.322580645161,"01",2017-01-01
2017,2,1272.67857142857,"01",2017-02-01
2017,3,1900.38709677419,"01",2017-03-01
2017,4,1786.66666666667,"01",2017-04-01
2017,5,3093.06451612903,"01",2017-05-01
2017,6,1039.93333333333,"01",2017-06-01
2017,7,982.354838709677,"01",2017-07-01
2017,8,543.354838709677,"01",2017-08-01
2017,9,214.233333333333,"01",2017-09-01
2017,10,606.322580645161,"01",2017-10-01
2017,11,1024.13333333333,"01",2017-11-01
2017,12,492.258064516129,"01",2017-12-01
2018,1,672.096774193548,"01",2018-01-01
2018,2,3825.39285714286,"01",2018-02-01
2018,3,1654.64516129032,"01",2018-03-01
2018,4,2911.33333333333,"01",2018-04-01
2018,5,2304.58064516129,"01",2018-05-01
2018,6,2531.66666666667,"01",2018-06-01
2018,7,1086.03225806452,"01",2018-07-01
2018,8,1360.03225806452,"01",2018-08-01
2018,9,5787.3,"01",2018-09-01
2018,10,1832.35483870968,"01",2018-10-01
2018,11,3428.66666666667,"01",2018-11-01
2018,12,3539.67741935484,"01",2018-12-01
2019,1,2334.1935483871,"01",2019-01-01
2019,2,3475.82142857143,"01",2019-02-01
2019,3,3193.22580645161,"01",2019-03-01
2019,4,2095.5,"01",2019-04-01
2019,5,2686.93548387097,"01",2019-05-01
2019,6,715,"01",2019-06-01
2019,7,603.322580645161,"01",2019-07-01
2019,8,283.677419354839,"01",2019-08-01
2019,9,228.166666666667,"01",2019-09-01
2019,10,212.870967741935,"01",2019-10-01
2019,11,444.033333333333,"01",2019-11-01
2019,12,659.806451612903,"01",2019-12-01
2020,1,1639.90322580645,"01",2020-01-01
2020,2,1559.41379310345,"01",2020-02-01
2020,3,2063.29032258065,"01",2020-03-01
2020,4,2203.66666666667,"01",2020-04-01
2020,5,1812.38709677419,"01",2020-05-01
2020,6,407.966666666667,"01",2020-06-01
2020,7,237,"01",2020-07-01
2020,8,204.516129032258,"01",2020-08-01
2020,9,214.633333333333,"01",2020-09-01
2020,10,209.032258064516,"01",2020-10-01
2020,11,500.3,"01",2020-11-01
2020,12,1550.16129032258,"01",2020-12-01
2021,1,1033.16129032258,"01",2021-01-01
2021,2,956.714285714286,"01",2021-02-01
2021,3,2384.64516129032,"01",2021-03-01
2021,4,1260.93333333333,"01",2021-04-01
2021,5,1088.45161290323,"01",2021-05-01
2021,6,701.3,"01",2021-06-01
2021,7,302.064516129032,"01",2021-07-01
2021,8,386.58064516129,"01",2021-08-01
2021,9,3290.33333333333,"01",2021-09-01
2021,10,395.709677419355,"01",2021-10-01
2021,11,1565.7,"01",2021-11-01
2021,12,596.032258064516,"01",2021-12-01
