"Year","Month","average_monthly_discharge","day","date"
2004,4,94,"01",2004-04-01
2004,5,73.7258064516129,"01",2004-05-01
2004,6,43.1233333333333,"01",2004-06-01
2004,7,45.041935483871,"01",2004-07-01
2004,8,54.6322580645161,"01",2004-08-01
2004,9,49.2233333333333,"01",2004-09-01
2004,10,414.767741935484,"01",2004-10-01
2004,11,175.696666666667,"01",2004-11-01
2004,12,111.11935483871,"01",2004-12-01
2005,1,1606.01290322581,"01",2005-01-01
2005,2,855.535714285714,"01",2005-02-01
2005,3,889.41935483871,"01",2005-03-01
2005,4,1536.06666666667,"01",2005-04-01
2005,5,1944.1935483871,"01",2005-05-01
2005,6,572.4,"01",2005-06-01
2005,7,164.322580645161,"01",2005-07-01
2005,8,180.11935483871,"01",2005-08-01
2005,9,105.963333333333,"01",2005-09-01
2005,10,124.229032258065,"01",2005-10-01
2005,11,85.7966666666667,"01",2005-11-01
2005,12,94.7322580645161,"01",2005-12-01
2006,1,75.0903225806452,"01",2006-01-01
2006,2,67.3142857142857,"01",2006-02-01
2006,3,229.516129032258,"01",2006-03-01
2006,4,379.8,"01",2006-04-01
2006,5,244.264516129032,"01",2006-05-01
2006,6,63.37,"01",2006-06-01
2006,7,134.574193548387,"01",2006-07-01
2006,8,78.5870967741936,"01",2006-08-01
2006,9,73.18,"01",2006-09-01
2006,10,154.674193548387,"01",2006-10-01
2006,11,82.23,"01",2006-11-01
2006,12,76.1741935483871,"01",2006-12-01
2007,1,80.5967741935484,"01",2007-01-01
2007,2,74.9714285714286,"01",2007-02-01
2007,3,73.0516129032258,"01",2007-03-01
2007,4,68.0333333333333,"01",2007-04-01
2007,5,52.5064516129032,"01",2007-05-01
2007,6,43.1333333333333,"01",2007-06-01
2007,7,64.6451612903226,"01",2007-07-01
2007,8,117.941935483871,"01",2007-08-01
2007,9,95.6,"01",2007-09-01
2007,10,89.4451612903226,"01",2007-10-01
2007,11,84.6366666666667,"01",2007-11-01
2007,12,135,"01",2007-12-01
2008,1,179.338709677419,"01",2008-01-01
2008,2,105.268965517241,"01",2008-02-01
2008,3,105.2,"01",2008-03-01
2008,4,118.746666666667,"01",2008-04-01
2008,5,93.4645161290323,"01",2008-05-01
2008,6,55.92,"01",2008-06-01
2008,7,59.3096774193548,"01",2008-07-01
2008,8,57.8903225806452,"01",2008-08-01
2008,9,39.0266666666667,"01",2008-09-01
2008,10,73.0161290322581,"01",2008-10-01
2008,11,82.3366666666667,"01",2008-11-01
2008,12,66.9258064516129,"01",2008-12-01
2009,1,85.6322580645161,"01",2009-01-01
2009,2,89.8535714285714,"01",2009-02-01
2009,3,82.9838709677419,"01",2009-03-01
2009,4,164.556666666667,"01",2009-04-01
2009,5,139.529032258065,"01",2009-05-01
2009,6,67.1066666666667,"01",2009-06-01
2009,7,50.3290322580645,"01",2009-07-01
2009,8,45.4709677419355,"01",2009-08-01
2009,9,49.6933333333333,"01",2009-09-01
2009,10,71.3032258064516,"01",2009-10-01
2009,11,85.9866666666667,"01",2009-11-01
2009,12,79.8,"01",2009-12-01
2010,1,77.3935483870968,"01",2010-01-01
2010,2,90.5642857142857,"01",2010-02-01
2010,3,171.135483870968,"01",2010-03-01
2010,4,361.876666666667,"01",2010-04-01
2010,5,472.258064516129,"01",2010-05-01
2010,6,121.81,"01",2010-06-01
2010,7,63.2032258064516,"01",2010-07-01
2010,8,89.9806451612903,"01",2010-08-01
2010,9,56.4233333333333,"01",2010-09-01
2010,10,160.006451612903,"01",2010-10-01
2010,11,138.15,"01",2010-11-01
2010,12,1259.48709677419,"01",2010-12-01
2011,1,127.606451612903,"01",2011-01-01
2011,2,108.725,"01",2011-02-01
2011,3,303.354838709677,"01",2011-03-01
2011,4,896.933333333333,"01",2011-04-01
2011,5,950.129032258065,"01",2011-05-01
2011,6,345,"01",2011-06-01
2011,7,104.877419354839,"01",2011-07-01
2011,8,86.3451612903226,"01",2011-08-01
2011,9,139.56,"01",2011-09-01
2011,10,161.096774193548,"01",2011-10-01
2011,11,96.6766666666667,"01",2011-11-01
2011,12,79.8967741935484,"01",2011-12-01
2012,1,79.741935483871,"01",2012-01-01
2012,2,81.5172413793103,"01",2012-02-01
2012,3,83.2225806451613,"01",2012-03-01
2012,4,108.7,"01",2012-04-01
2012,5,64.8903225806452,"01",2012-05-01
2012,6,49.4366666666667,"01",2012-06-01
2012,7,74.2838709677419,"01",2012-07-01
2012,8,130.8,"01",2012-08-01
2012,9,106.733333333333,"01",2012-09-01
2012,10,104.354838709677,"01",2012-10-01
2012,11,109.483333333333,"01",2012-11-01
2012,12,67.6129032258064,"01",2012-12-01
2013,1,77.9290322580645,"01",2013-01-01
2013,2,61.3892857142857,"01",2013-02-01
2013,3,60.0967741935484,"01",2013-03-01
2013,4,52.3566666666667,"01",2013-04-01
2013,5,53.9322580645161,"01",2013-05-01
2013,6,45.8833333333333,"01",2013-06-01
2013,7,88.6516129032258,"01",2013-07-01
2013,8,124.738709677419,"01",2013-08-01
2013,9,172.313333333333,"01",2013-09-01
2013,10,49.1903225806452,"01",2013-10-01
2013,11,59.4166666666667,"01",2013-11-01
2013,12,95.1258064516129,"01",2013-12-01
2014,1,45.6225806451613,"01",2014-01-01
2014,2,59.3714285714286,"01",2014-02-01
2014,3,63.8129032258065,"01",2014-03-01
2014,4,65.24,"01",2014-04-01
2014,5,57.2612903225806,"01",2014-05-01
2014,6,46.1133333333333,"01",2014-06-01
2014,7,57.7258064516129,"01",2014-07-01
2014,8,83.3290322580645,"01",2014-08-01
2014,9,252.513333333333,"01",2014-09-01
2014,10,48.7354838709677,"01",2014-10-01
2014,11,64.6066666666667,"01",2014-11-01
2014,12,45.0806451612903,"01",2014-12-01
2015,1,43.6709677419355,"01",2015-01-01
2015,2,32.95,"01",2015-02-01
2015,3,50.0451612903226,"01",2015-03-01
2015,4,49.4533333333333,"01",2015-04-01
2015,5,52.8967741935484,"01",2015-05-01
2015,6,48.3033333333333,"01",2015-06-01
2015,7,74.2483870967742,"01",2015-07-01
2015,8,75.3225806451613,"01",2015-08-01
2015,9,111.64,"01",2015-09-01
2015,10,118.087096774194,"01",2015-10-01
2015,11,53.63,"01",2015-11-01
2015,12,65.9387096774194,"01",2015-12-01
2016,1,60.541935483871,"01",2016-01-01
2016,2,79.7413793103448,"01",2016-02-01
2016,3,93.8838709677419,"01",2016-03-01
2016,4,183.45,"01",2016-04-01
2016,5,109.793548387097,"01",2016-05-01
2016,6,63.42,"01",2016-06-01
2016,7,85.3258064516129,"01",2016-07-01
2016,8,135.022580645161,"01",2016-08-01
2016,9,133.493333333333,"01",2016-09-01
2016,10,77.0387096774193,"01",2016-10-01
2016,11,91.5533333333333,"01",2016-11-01
2016,12,150.883870967742,"01",2016-12-01
2017,1,206.658064516129,"01",2017-01-01
2017,2,312.896428571429,"01",2017-02-01
2017,3,280.229032258065,"01",2017-03-01
2017,4,412.233333333333,"01",2017-04-01
2017,5,192.41935483871,"01",2017-05-01
2017,6,68.3166666666667,"01",2017-06-01
2017,7,85.7161290322581,"01",2017-07-01
2017,8,80.7677419354839,"01",2017-08-01
2017,9,74.8633333333333,"01",2017-09-01
2017,10,50.2096774193548,"01",2017-10-01
2017,11,40.5233333333333,"01",2017-11-01
2017,12,40.0612903225806,"01",2017-12-01
2018,1,50.3645161290323,"01",2018-01-01
2018,2,41.6678571428571,"01",2018-02-01
2018,3,110.235483870968,"01",2018-03-01
2018,4,66.1833333333333,"01",2018-04-01
2018,5,60.2870967741936,"01",2018-05-01
2018,6,40.4433333333333,"01",2018-06-01
2018,7,93.741935483871,"01",2018-07-01
2018,8,132.341935483871,"01",2018-08-01
2018,9,44.6866666666667,"01",2018-09-01
2018,10,63.1290322580645,"01",2018-10-01
