"Year","Month","average_monthly_discharge","day","date"
2000,1,144.677419354839,"01",2000-01-01
2000,2,142.413793103448,"01",2000-02-01
2000,3,172.354838709677,"01",2000-03-01
2000,4,576.333333333333,"01",2000-04-01
2000,5,2107.61290322581,"01",2000-05-01
2000,6,2788,"01",2000-06-01
2000,7,992.516129032258,"01",2000-07-01
2000,8,331.129032258065,"01",2000-08-01
2000,9,210.566666666667,"01",2000-09-01
2000,10,262.516129032258,"01",2000-10-01
2000,11,154.8,"01",2000-11-01
2000,12,128.516129032258,"01",2000-12-01
2001,1,106.548387096774,"01",2001-01-01
2001,2,98.6428571428571,"01",2001-02-01
2001,3,162.774193548387,"01",2001-03-01
2001,4,411.233333333333,"01",2001-04-01
2001,5,2064.64516129032,"01",2001-05-01
2001,6,1506.33333333333,"01",2001-06-01
2001,7,656.032258064516,"01",2001-07-01
2001,8,251.193548387097,"01",2001-08-01
2001,9,192.033333333333,"01",2001-09-01
2001,10,183.354838709677,"01",2001-10-01
2001,11,193.466666666667,"01",2001-11-01
2001,12,137.161290322581,"01",2001-12-01
2002,1,120.258064516129,"01",2002-01-01
2002,2,111.071428571429,"01",2002-02-01
2002,3,113.996774193548,"01",2002-03-01
2002,4,395.066666666667,"01",2002-04-01
2002,5,1646.12903225806,"01",2002-05-01
2002,6,3578.66666666667,"01",2002-06-01
2002,7,1275.70967741935,"01",2002-07-01
2002,8,354.129032258065,"01",2002-08-01
2002,9,261.433333333333,"01",2002-09-01
2002,10,190.129032258065,"01",2002-10-01
2002,11,139.133333333333,"01",2002-11-01
2002,12,123.529032258065,"01",2002-12-01
2003,1,124.096774193548,"01",2003-01-01
2003,2,126.475,"01",2003-02-01
2003,3,183.935483870968,"01",2003-03-01
2003,4,629.2,"01",2003-04-01
2003,5,2321.35483870968,"01",2003-05-01
2003,6,3449.33333333333,"01",2003-06-01
2003,7,1527.48387096774,"01",2003-07-01
2003,8,439.548387096774,"01",2003-08-01
2003,9,255.1,"01",2003-09-01
2003,10,210.903225806452,"01",2003-10-01
2003,11,152.233333333333,"01",2003-11-01
2003,12,148.290322580645,"01",2003-12-01
2004,1,130.096774193548,"01",2004-01-01
2004,2,109.758620689655,"01",2004-02-01
2004,3,247.387096774194,"01",2004-03-01
2004,4,541.8,"01",2004-04-01
2004,5,1040.06451612903,"01",2004-05-01
2004,6,2051.1,"01",2004-06-01
2004,7,1206.03225806452,"01",2004-07-01
2004,8,581.645161290323,"01",2004-08-01
2004,9,640,"01",2004-09-01
2004,10,447.516129032258,"01",2004-10-01
2004,11,310.666666666667,"01",2004-11-01
2004,12,207.677419354839,"01",2004-12-01
2005,1,164.677419354839,"01",2005-01-01
2005,2,146.428571428571,"01",2005-02-01
2005,3,171.129032258065,"01",2005-03-01
2005,4,407.7,"01",2005-04-01
2005,5,2074.35483870968,"01",2005-05-01
2005,6,2392.66666666667,"01",2005-06-01
2005,7,1168.25806451613,"01",2005-07-01
2005,8,479.58064516129,"01",2005-08-01
2005,9,374.966666666667,"01",2005-09-01
2005,10,423.935483870968,"01",2005-10-01
2005,11,290.2,"01",2005-11-01
2005,12,167.225806451613,"01",2005-12-01
2006,1,159.451612903226,"01",2006-01-01
2006,2,156.25,"01",2006-02-01
2006,3,160.258064516129,"01",2006-03-01
2006,4,576.133333333333,"01",2006-04-01
2006,5,2751.93548387097,"01",2006-05-01
2006,6,2885,"01",2006-06-01
2006,7,948.967741935484,"01",2006-07-01
2006,8,322.870967741935,"01",2006-08-01
2006,9,235.233333333333,"01",2006-09-01
2006,10,283,"01",2006-10-01
2006,11,274.5,"01",2006-11-01
2006,12,184.290322580645,"01",2006-12-01
2007,1,145.451612903226,"01",2007-01-01
2007,2,142.892857142857,"01",2007-02-01
2007,3,318.806451612903,"01",2007-03-01
2007,4,608.533333333333,"01",2007-04-01
2007,5,2129.67741935484,"01",2007-05-01
2007,6,1818.66666666667,"01",2007-06-01
2007,7,661.225806451613,"01",2007-07-01
2007,8,328.096774193548,"01",2007-08-01
2007,9,256.4,"01",2007-09-01
2007,10,390.096774193548,"01",2007-10-01
2007,11,281.1,"01",2007-11-01
2007,12,160.870967741935,"01",2007-12-01
2008,1,126.935483870968,"01",2008-01-01
2008,2,130.206896551724,"01",2008-02-01
2008,3,118.225806451613,"01",2008-03-01
2008,4,354.766666666667,"01",2008-04-01
2008,5,2213.87096774194,"01",2008-05-01
2008,6,4945.33333333333,"01",2008-06-01
2008,7,3542.25806451613,"01",2008-07-01
2008,8,767,"01",2008-08-01
2008,9,350.6,"01",2008-09-01
2008,10,254.290322580645,"01",2008-10-01
2008,11,222.066666666667,"01",2008-11-01
2008,12,161.548387096774,"01",2008-12-01
2009,1,161.129032258065,"01",2009-01-01
2009,2,161.857142857143,"01",2009-02-01
2009,3,217.096774193548,"01",2009-03-01
2009,4,663.833333333333,"01",2009-04-01
2009,5,3012.51612903226,"01",2009-05-01
2009,6,4714.33333333333,"01",2009-06-01
2009,7,2108.58064516129,"01",2009-07-01
2009,8,627.903225806452,"01",2009-08-01
2009,9,316.133333333333,"01",2009-09-01
2009,10,277.548387096774,"01",2009-10-01
2009,11,213.4,"01",2009-11-01
2009,12,137.612903225806,"01",2009-12-01
2010,1,139.935483870968,"01",2010-01-01
2010,2,125.25,"01",2010-02-01
2010,3,148.967741935484,"01",2010-03-01
2010,4,443.633333333333,"01",2010-04-01
2010,5,842.806451612903,"01",2010-05-01
2010,6,4319,"01",2010-06-01
2010,7,1844.1935483871,"01",2010-07-01
2010,8,616.612903225806,"01",2010-08-01
2010,9,302.8,"01",2010-09-01
2010,10,222.548387096774,"01",2010-10-01
2010,11,201.833333333333,"01",2010-11-01
2010,12,189.483870967742,"01",2010-12-01
2011,1,167,"01",2011-01-01
2011,2,154.964285714286,"01",2011-02-01
2011,3,194,"01",2011-03-01
2011,4,388.266666666667,"01",2011-04-01
2011,5,2019.58064516129,"01",2011-05-01
2011,6,5093,"01",2011-06-01
2011,7,5134.83870967742,"01",2011-07-01
2011,8,1178.70967741935,"01",2011-08-01
2011,9,393.4,"01",2011-09-01
2011,10,308.548387096774,"01",2011-10-01
2011,11,224.733333333333,"01",2011-11-01
2011,12,157.096774193548,"01",2011-12-01
2012,1,139.161290322581,"01",2012-01-01
2012,2,138.48275862069,"01",2012-02-01
2012,3,344.032258064516,"01",2012-03-01
2012,4,1106.4,"01",2012-04-01
2012,5,1924.93548387097,"01",2012-05-01
2012,6,3293,"01",2012-06-01
2012,7,1204.38709677419,"01",2012-07-01
2012,8,423.483870967742,"01",2012-08-01
2012,9,237.533333333333,"01",2012-09-01
2012,10,198.322580645161,"01",2012-10-01
2012,11,200.233333333333,"01",2012-11-01
2012,12,135.974193548387,"01",2012-12-01
2013,1,135.129032258065,"01",2013-01-01
2013,2,122.964285714286,"01",2013-02-01
2013,3,151.290322580645,"01",2013-03-01
2013,4,384.3,"01",2013-04-01
2013,5,2932.48387096774,"01",2013-05-01
2013,6,2857.33333333333,"01",2013-06-01
2013,7,1035.87096774194,"01",2013-07-01
2013,8,338.129032258065,"01",2013-08-01
2013,9,395.066666666667,"01",2013-09-01
2013,10,462.903225806452,"01",2013-10-01
2013,11,267.433333333333,"01",2013-11-01
2013,12,179.032258064516,"01",2013-12-01
2014,1,166.129032258065,"01",2014-01-01
2014,2,136.642857142857,"01",2014-02-01
2014,3,242.903225806452,"01",2014-03-01
2014,4,857.266666666667,"01",2014-04-01
2014,5,3515.16129032258,"01",2014-05-01
2014,6,4515.66666666667,"01",2014-06-01
2014,7,2651.93548387097,"01",2014-07-01
2014,8,751.290322580645,"01",2014-08-01
2014,9,510.7,"01",2014-09-01
2014,10,379.870967741935,"01",2014-10-01
2014,11,254.066666666667,"01",2014-11-01
2014,12,197.387096774194,"01",2014-12-01
2015,1,200.387096774194,"01",2015-01-01
2015,2,222.464285714286,"01",2015-02-01
2015,3,441.967741935484,"01",2015-03-01
2015,4,866.966666666667,"01",2015-04-01
2015,5,1872.25806451613,"01",2015-05-01
2015,6,3316,"01",2015-06-01
2015,7,844.387096774194,"01",2015-07-01
2015,8,336.41935483871,"01",2015-08-01
2015,9,266.933333333333,"01",2015-09-01
2015,10,326.483870967742,"01",2015-10-01
2015,11,250.666666666667,"01",2015-11-01
2015,12,169.58064516129,"01",2015-12-01
2016,1,153.709677419355,"01",2016-01-01
2016,2,176.965517241379,"01",2016-02-01
2016,3,212.41935483871,"01",2016-03-01
2016,4,886.966666666667,"01",2016-04-01
2016,5,2229.70967741935,"01",2016-05-01
2016,6,3348.33333333333,"01",2016-06-01
2016,7,867.129032258065,"01",2016-07-01
2016,8,296.903225806452,"01",2016-08-01
2016,9,228.533333333333,"01",2016-09-01
2016,10,609.290322580645,"01",2016-10-01
2016,11,490.833333333333,"01",2016-11-01
2016,12,244.096774193548,"01",2016-12-01
2017,1,202.91935483871,"01",2017-01-01
2017,2,284.678571428571,"01",2017-02-01
2017,3,760.161290322581,"01",2017-03-01
2017,4,1102.76666666667,"01",2017-04-01
2017,5,2420.16129032258,"01",2017-05-01
2017,6,5903,"01",2017-06-01
2017,7,3201.93548387097,"01",2017-07-01
2017,8,826.290322580645,"01",2017-08-01
2017,9,620,"01",2017-09-01
2017,10,502.322580645161,"01",2017-10-01
2017,11,548,"01",2017-11-01
2017,12,369.322580645161,"01",2017-12-01
2018,1,240.516129032258,"01",2018-01-01
2018,2,150.767857142857,"01",2018-02-01
2018,3,242.548387096774,"01",2018-03-01
2018,4,1156.8,"01",2018-04-01
2018,5,5275.16129032258,"01",2018-05-01
2018,6,5783.33333333333,"01",2018-06-01
2018,7,2658.38709677419,"01",2018-07-01
2018,8,677.677419354839,"01",2018-08-01
2018,9,348.133333333333,"01",2018-09-01
2018,10,285.548387096774,"01",2018-10-01
2018,11,264.433333333333,"01",2018-11-01
2018,12,170.741935483871,"01",2018-12-01
2019,1,161.516129032258,"01",2019-01-01
2019,2,129,"01",2019-02-01
2019,3,164.387096774194,"01",2019-03-01
2019,4,825.166666666667,"01",2019-04-01
2019,5,1923.25806451613,"01",2019-05-01
2019,6,4351,"01",2019-06-01
2019,7,2979.67741935484,"01",2019-07-01
2019,8,657.741935483871,"01",2019-08-01
2019,9,593.533333333333,"01",2019-09-01
