"Year","Month","average_monthly_discharge","day","date"
2000,1,49.1935483870968,"01",2000-01-01
2000,2,45.9655172413793,"01",2000-02-01
2000,3,50.741935483871,"01",2000-03-01
2000,4,147.6,"01",2000-04-01
2000,5,382.129032258065,"01",2000-05-01
2000,6,316.6,"01",2000-06-01
2000,7,149.064516129032,"01",2000-07-01
2000,8,100.677419354839,"01",2000-08-01
2000,9,93.4,"01",2000-09-01
2000,10,83.741935483871,"01",2000-10-01
2000,11,62.5666666666667,"01",2000-11-01
2000,12,49.3548387096774,"01",2000-12-01
2001,1,45.1290322580645,"01",2001-01-01
2001,2,44.5357142857143,"01",2001-02-01
2001,3,49.0645161290323,"01",2001-03-01
2001,4,102.233333333333,"01",2001-04-01
2001,5,425,"01",2001-05-01
2001,6,457.133333333333,"01",2001-06-01
2001,7,236.193548387097,"01",2001-07-01
2001,8,162.58064516129,"01",2001-08-01
2001,9,71.9333333333333,"01",2001-09-01
2001,10,57.3161290322581,"01",2001-10-01
2001,11,49.23,"01",2001-11-01
2001,12,45.6387096774194,"01",2001-12-01
2002,1,43.2451612903226,"01",2002-01-01
2002,2,41.8535714285714,"01",2002-02-01
2002,3,51.2806451612903,"01",2002-03-01
2002,4,110.286666666667,"01",2002-04-01
2002,5,158.612903225806,"01",2002-05-01
2002,6,148.88,"01",2002-06-01
2002,7,57.1548387096774,"01",2002-07-01
2002,8,47.5516129032258,"01",2002-08-01
2002,9,91.09,"01",2002-09-01
2002,10,74.2387096774194,"01",2002-10-01
2002,11,60.2133333333333,"01",2002-11-01
2002,12,46.6967741935484,"01",2002-12-01
2003,1,38.5064516129032,"01",2003-01-01
2003,2,37.1857142857143,"01",2003-02-01
2003,3,54.2548387096774,"01",2003-03-01
2003,4,113.756666666667,"01",2003-04-01
2003,5,397.109677419355,"01",2003-05-01
2003,6,402.266666666667,"01",2003-06-01
2003,7,146.903225806452,"01",2003-07-01
2003,8,108.990322580645,"01",2003-08-01
2003,9,136.3,"01",2003-09-01
2003,10,77.0387096774193,"01",2003-10-01
2003,11,61.7266666666667,"01",2003-11-01
2003,12,54.7064516129032,"01",2003-12-01
2004,1,45.6903225806452,"01",2004-01-01
2004,2,45.0724137931035,"01",2004-02-01
2004,3,105.545161290323,"01",2004-03-01
2004,4,145.4,"01",2004-04-01
2004,5,401.032258064516,"01",2004-05-01
2004,6,481.7,"01",2004-06-01
2004,7,237.516129032258,"01",2004-07-01
2004,8,106.609677419355,"01",2004-08-01
2004,9,131.666666666667,"01",2004-09-01
2004,10,107.903225806452,"01",2004-10-01
2004,11,92.4,"01",2004-11-01
2004,12,60.9032258064516,"01",2004-12-01
2005,1,54.7193548387097,"01",2005-01-01
2005,2,51.15,"01",2005-02-01
2005,3,53.5161290322581,"01",2005-03-01
2005,4,131.333333333333,"01",2005-04-01
2005,5,477.838709677419,"01",2005-05-01
2005,6,618.866666666667,"01",2005-06-01
2005,7,330.41935483871,"01",2005-07-01
2005,8,172.264516129032,"01",2005-08-01
2005,9,96.7933333333333,"01",2005-09-01
2005,10,122.187096774194,"01",2005-10-01
2005,11,78.0466666666667,"01",2005-11-01
2005,12,58.4612903225806,"01",2005-12-01
2006,1,49.458064516129,"01",2006-01-01
